,Left,Right
10,"[0.4059721827507019, 0.6383534073829651, -8.566473042037615e-08, 0.4706321358680725, 0.6323568224906921, 0.022468458861112595, 0.5152466893196106, 0.6732298135757446, 0.03165788948535919, 0.5399234294891357, 0.7287170886993408, 0.03837102651596069, 0.5482622385025024, 0.7751415967941284, 0.04573449864983559, 0.5310644507408142, 0.7075513005256653, 0.004990328568965197, 0.5835474133491516, 0.783033013343811, 0.00782741792500019, 0.6129017472267151, 0.8230400681495667, 0.011787299998104572, 0.6337727308273315, 0.852319061756134, 0.014970587566494942, 0.5061501860618591, 0.7542510032653809, -0.003684461349621415, 0.5594788789749146, 0.8334717750549316, 0.0016186540015041828, 0.5840646028518677, 0.8631190061569214, 0.005352319683879614, 0.6012160778045654, 0.8818176984786987, 0.006312997080385685, 0.47238025069236755, 0.7943966388702393, -0.008199877105653286, 0.5113946199417114, 0.8726819753646851, 0.00032250009826384485, 0.5163516402244568, 0.863145112991333, 0.0109510263428092, 0.512165904045105, 0.8408737778663635, 0.016851691529154778, 0.43441763520240784, 0.8252476453781128, -0.01046780776232481, 0.4663861095905304, 0.8737040758132935, 0.0032592597417533398, 0.4697648286819458, 0.8612537980079651, 0.018322385847568512, 0.4645008146762848, 0.8402301669120789, 0.02877168171107769]",[]
11,"[0.3982807397842407, 0.6448147892951965, -9.441019699352182e-08, 0.463520884513855, 0.6271700263023376, 0.03242494538426399, 0.5086532235145569, 0.663399875164032, 0.04611316695809364, 0.5344105362892151, 0.7148020267486572, 0.05822484940290451, 0.5463306307792664, 0.7631480097770691, 0.07170157879590988, 0.5257958769798279, 0.7035581469535828, 0.006106141954660416, 0.5828230977058411, 0.7678849101066589, 0.010991780087351799, 0.6161642670631409, 0.8025522828102112, 0.014655536971986294, 0.6400507688522339, 0.8288580179214478, 0.01778840273618698, 0.5009350180625916, 0.7574215531349182, -0.00146801199298352, 0.5592781901359558, 0.8412807583808899, 0.008588052354753017, 0.5839470028877258, 0.8759946227073669, 0.016891099512577057, 0.6019282341003418, 0.8958594799041748, 0.020610837265849113, 0.47043800354003906, 0.8040338754653931, -0.0028725110460072756, 0.5162476897239685, 0.8851646780967712, 0.018182510510087013, 0.5242435932159424, 0.8732011914253235, 0.038322579115629196, 0.5200945734977722, 0.8534159064292908, 0.04818689078092575, 0.43611520528793335, 0.8404415845870972, -0.0016165082342922688, 0.47177401185035706, 0.8806380033493042, 0.024657132104039192, 0.4768896698951721, 0.8628249764442444, 0.047525618225336075, 0.47223931550979614, 0.8454781770706177, 0.06228380650281906]",[]
12,"[0.4017651677131653, 0.642960786819458, 3.921944724538662e-08, 0.4630676209926605, 0.628767192363739, 0.02152450755238533, 0.5118944048881531, 0.6631728410720825, 0.028572356328368187, 0.5391768217086792, 0.7160891890525818, 0.03360610827803612, 0.5494275093078613, 0.7697723507881165, 0.03953809291124344, 0.5262183547019958, 0.685950517654419, 0.0005267236847430468, 0.5805305242538452, 0.7402929663658142, -0.001668658573180437, 0.6132844686508179, 0.771670937538147, -0.0011621947633102536, 0.6367077827453613, 0.7926319241523743, 0.0009331463952548802, 0.5065548419952393, 0.7384518384933472, -0.008837470784783363, 0.5615009665489197, 0.8280580639839172, -0.007508773822337389, 0.5887973308563232, 0.8740425705909729, -0.004149474203586578, 0.6076229810714722, 0.9024845361709595, -0.0011441204696893692, 0.4780312478542328, 0.7880138158798218, -0.014349466189742088, 0.5167412161827087, 0.8799365758895874, -0.00621837517246604, 0.5348846316337585, 0.903853714466095, 0.005867677740752697, 0.5435720086097717, 0.9136463403701782, 0.013682727701961994, 0.44318243861198425, 0.8284607529640198, -0.017842598259449005, 0.4753764569759369, 0.8877052068710327, -0.001721348613500595, 0.4853254556655884, 0.8932239413261414, 0.016834449023008347, 0.48874756693840027, 0.888983964920044, 0.03034580685198307]",[]
13,"[0.41027921438217163, 0.6455324292182922, 7.541782309772316e-08, 0.46602195501327515, 0.6198311448097229, 0.0220937617123127, 0.5092798471450806, 0.6487206816673279, 0.029684824869036674, 0.5368930697441101, 0.6985398530960083, 0.03527893126010895, 0.5465846061706543, 0.7490538954734802, 0.04193125665187836, 0.5198307037353516, 0.6581974029541016, 0.0028072972781956196, 0.5674836039543152, 0.7025560736656189, 0.003169992472976446, 0.5949375033378601, 0.7288309335708618, 0.006392034236341715, 0.6123404502868652, 0.7474260330200195, 0.010431933216750622, 0.5049039125442505, 0.7063148021697998, -0.006596818100661039, 0.5627734661102295, 0.7890387773513794, -0.004650806076824665, 0.5881369113922119, 0.8374419808387756, -0.00030180145404301584, 0.6031379103660583, 0.8701342344284058, 0.0033336314372718334, 0.4803793132305145, 0.7548249363899231, -0.012337758205831051, 0.5163337588310242, 0.8439847826957703, -0.005351176485419273, 0.525557279586792, 0.8559314012527466, 0.004616506863385439, 0.5264710187911987, 0.8516132831573486, 0.011634408496320248, 0.4487622082233429, 0.7965499758720398, -0.015677588060498238, 0.477092981338501, 0.8584954738616943, 0.0011170351644977927, 0.4818062484264374, 0.8597608804702759, 0.018317338079214096, 0.4799094796180725, 0.847607433795929, 0.030372872948646545]",[]
14,"[0.4114658236503601, 0.6419802308082581, 4.5249212377029835e-08, 0.4595186114311218, 0.6111932396888733, 0.013424660079181194, 0.500084400177002, 0.6257922649383545, 0.0176358874887228, 0.5276376008987427, 0.6563979387283325, 0.019427794963121414, 0.543958842754364, 0.6891406774520874, 0.020836221054196358, 0.5103844404220581, 0.6583370566368103, 0.00501535227522254, 0.5528277158737183, 0.693250834941864, 0.0027445561718195677, 0.5774552822113037, 0.7151323556900024, 0.0011894466588273644, 0.5950348377227783, 0.7311030626296997, 0.00013786600902676582, 0.5016733407974243, 0.7056570649147034, -0.004331978969275951, 0.549143373966217, 0.7639039754867554, -0.005779445171356201, 0.5761761665344238, 0.797982394695282, -0.007962213829159737, 0.5957609415054321, 0.8218821883201599, -0.01029792707413435, 0.4862337112426758, 0.7472875118255615, -0.012630271725356579, 0.5298961997032166, 0.8155025243759155, -0.01472452376037836, 0.5572896003723145, 0.8500223159790039, -0.017937198281288147, 0.576643705368042, 0.8715054392814636, -0.021078143268823624, 0.4638444483280182, 0.7854393124580383, -0.018998844549059868, 0.4917595088481903, 0.8439776301383972, -0.01856953091919422, 0.5092398524284363, 0.8709486126899719, -0.016885284334421158, 0.5235998034477234, 0.8841196894645691, -0.016143515706062317]",[]
15,"[0.39953386783599854, 0.605865478515625, -2.3338201060596475e-07, 0.45148274302482605, 0.5747108459472656, 0.03993504121899605, 0.4841056764125824, 0.5911054611206055, 0.06259294599294662, 0.5069910287857056, 0.6200288534164429, 0.07828772068023682, 0.5174713730812073, 0.654405951499939, 0.09324926882982254, 0.5022530555725098, 0.6154120564460754, 0.055017322301864624, 0.5439203381538391, 0.6525266766548157, 0.07190067321062088, 0.562657356262207, 0.6761960387229919, 0.08239617943763733, 0.5745511651039124, 0.694225013256073, 0.08921293914318085, 0.49652937054634094, 0.670026957988739, 0.04034491255879402, 0.5492655634880066, 0.7126964330673218, 0.05538620427250862, 0.5725336074829102, 0.7367987632751465, 0.05834973230957985, 0.5895740389823914, 0.7572884559631348, 0.0587589368224144, 0.4842003583908081, 0.7206532955169678, 0.027742555364966393, 0.5361241698265076, 0.7684314846992493, 0.03854918107390404, 0.5648581385612488, 0.7935827970504761, 0.0377211719751358, 0.5828555822372437, 0.8105065822601318, 0.035584449768066406, 0.4628349542617798, 0.7757249474525452, 0.019074536859989166, 0.4999162256717682, 0.8275445103645325, 0.03214191272854805, 0.5217386484146118, 0.852070689201355, 0.03865388035774231, 0.5400040149688721, 0.8650493025779724, 0.04178275913000107]",[]
16,"[0.4141070246696472, 0.6177614331245422, 1.3617132310628222e-08, 0.46440795063972473, 0.5806418657302856, 0.021019816398620605, 0.4983915090560913, 0.5957502126693726, 0.038426920771598816, 0.522596001625061, 0.6251370906829834, 0.051836781203746796, 0.5350407958030701, 0.6550533771514893, 0.06567385047674179, 0.5045338273048401, 0.6372931599617004, 0.04669599607586861, 0.5457288026809692, 0.6812676191329956, 0.05844784528017044, 0.5692564249038696, 0.7099682092666626, 0.06225452944636345, 0.5871123671531677, 0.7309038639068604, 0.06473394483327866, 0.49495524168014526, 0.6848121881484985, 0.039758361876010895, 0.5432731509208679, 0.7377176284790039, 0.05144244432449341, 0.5687809586524963, 0.7706130146980286, 0.049319442361593246, 0.5897247195243835, 0.7987752556800842, 0.046997152268886566, 0.48090797662734985, 0.7285177111625671, 0.032684486359357834, 0.5257608294487, 0.7770363688468933, 0.041826073080301285, 0.5555623769760132, 0.8047347068786621, 0.037921611219644547, 0.575707733631134, 0.8275771141052246, 0.03457798808813095, 0.4597250521183014, 0.776538610458374, 0.02731228992342949, 0.4937412738800049, 0.8222199082374573, 0.040110886096954346, 0.5160883069038391, 0.8422216773033142, 0.04545478895306587, 0.5348357558250427, 0.8562015295028687, 0.04816518351435661]",[]
17,"[0.4135713577270508, 0.632455050945282, 4.4093596329730644e-08, 0.46472764015197754, 0.5977753400802612, 0.01979006454348564, 0.4977540075778961, 0.6133956909179688, 0.03981756418943405, 0.5215151309967041, 0.6426187753677368, 0.05570678412914276, 0.5334497690200806, 0.6764777302742004, 0.07192008197307587, 0.5016987323760986, 0.6640710234642029, 0.05914333835244179, 0.5409607887268066, 0.7090996503829956, 0.07510703057050705, 0.5643081068992615, 0.7394542098045349, 0.07858482003211975, 0.5836516618728638, 0.7623834609985352, 0.07945173978805542, 0.49002087116241455, 0.7083361744880676, 0.05234707519412041, 0.535025417804718, 0.7665780186653137, 0.068441241979599, 0.5611569881439209, 0.8008317351341248, 0.06435205042362213, 0.5831565260887146, 0.8295026421546936, 0.05914687365293503, 0.4751242697238922, 0.7461735606193542, 0.04426650330424309, 0.5142520666122437, 0.799807071685791, 0.05647466704249382, 0.5441760420799255, 0.8316072225570679, 0.050886861979961395, 0.5653942823410034, 0.859453558921814, 0.04492323845624924, 0.4532431364059448, 0.7873089909553528, 0.037295613437891006, 0.48418253660202026, 0.8344272971153259, 0.0504719540476799, 0.5058545470237732, 0.856654167175293, 0.054240476340055466, 0.5253400802612305, 0.8751282095909119, 0.054769787937402725]",[]
18,"[0.39649564027786255, 0.6416752338409424, 3.612894516891174e-08, 0.45524075627326965, 0.6436532735824585, 0.007586282677948475, 0.49578505754470825, 0.6929035186767578, 0.011607273481786251, 0.5168465375900269, 0.7555953860282898, 0.015954090282320976, 0.525881826877594, 0.8023776412010193, 0.02107284963130951, 0.4974629580974579, 0.7561809420585632, 0.0005931953201070428, 0.5398907661437988, 0.8382848501205444, -0.0007694296655245125, 0.5641031861305237, 0.8806636333465576, -0.00020898134971503168, 0.5835319757461548, 0.9087100028991699, 0.0014693514676764607, 0.46806830167770386, 0.8000303506851196, -0.002438548021018505, 0.5021412372589111, 0.8979694843292236, -0.000554313010070473, 0.5200667381286621, 0.9470231533050537, 0.0015883547021076083, 0.5352910161018372, 0.9823668599128723, 0.002975904382765293, 0.4351837933063507, 0.8288358449935913, -0.00409351522102952, 0.4624262750148773, 0.9151566028594971, -9.218364721164107e-05, 0.4804218113422394, 0.9642127752304077, 0.00846927985548973, 0.49113020300865173, 0.9995121359825134, 0.014103857800364494, 0.4034152030944824, 0.8461818695068359, -0.004808062221854925, 0.43001991510391235, 0.9134595990180969, 0.003380757989361882, 0.44568541646003723, 0.9496934413909912, 0.015226410701870918, 0.45703402161598206, 0.9755333662033081, 0.02416343241930008]",[]
19,"[0.39479899406433105, 0.6434159278869629, -9.233714592937758e-08, 0.45436257123947144, 0.6456369161605835, 0.03386303409934044, 0.49142026901245117, 0.6946604251861572, 0.05830613523721695, 0.514099657535553, 0.7480661273002625, 0.08045957237482071, 0.5257757902145386, 0.78734290599823, 0.10372961312532425, 0.4979313015937805, 0.758987307548523, 0.04270974174141884, 0.5431817770004272, 0.8318802714347839, 0.05978330969810486, 0.5667760372161865, 0.8720211386680603, 0.07261958718299866, 0.585288405418396, 0.9016099572181702, 0.08243032544851303, 0.4692014455795288, 0.8049089908599854, 0.03771701082587242, 0.5008317232131958, 0.9002255201339722, 0.0565759614109993, 0.5105827450752258, 0.9434961080551147, 0.06982558220624924, 0.5220887064933777, 0.9735890030860901, 0.07941655814647675, 0.4354783594608307, 0.833306610584259, 0.03541659191250801, 0.45816570520401, 0.9160794019699097, 0.05450749397277832, 0.4709424376487732, 0.9615175724029541, 0.07022804021835327, 0.47923752665519714, 0.9975109100341797, 0.08031943440437317, 0.40128669142723083, 0.8475962281227112, 0.03637291491031647, 0.4236314296722412, 0.9141050577163696, 0.05781254544854164, 0.4346590042114258, 0.9501635432243347, 0.07519561052322388, 0.443571001291275, 0.9782532453536987, 0.08764281868934631]",[]
20,"[0.38934803009033203, 0.6415457725524902, -1.3792029562864627e-07, 0.44707053899765015, 0.6427863836288452, 0.03268612548708916, 0.48334190249443054, 0.6919893026351929, 0.055532582104206085, 0.5061109662055969, 0.7446812391281128, 0.07563703507184982, 0.5172601342201233, 0.7826290726661682, 0.09696190059185028, 0.49437475204467773, 0.7519405484199524, 0.041090816259384155, 0.5393751859664917, 0.8206875920295715, 0.055229250341653824, 0.5640150308609009, 0.8596926331520081, 0.06519540399312973, 0.5834271311759949, 0.8871523141860962, 0.07333488017320633, 0.4669751524925232, 0.799596905708313, 0.036100998520851135, 0.49841246008872986, 0.8914183378219604, 0.05518999323248863, 0.5062202215194702, 0.9300639629364014, 0.06867591291666031, 0.5147461891174316, 0.9549437761306763, 0.07830528914928436, 0.4341984689235687, 0.8312470316886902, 0.033437151461839676, 0.45970380306243896, 0.912948727607727, 0.051874496042728424, 0.4714587330818176, 0.9541170001029968, 0.0678856149315834, 0.47855818271636963, 0.9839286208152771, 0.07823508977890015, 0.40010008215904236, 0.8497134447097778, 0.03379810228943825, 0.42268800735473633, 0.915847897529602, 0.055239446461200714, 0.4322984218597412, 0.9509740471839905, 0.07352578639984131, 0.4400278925895691, 0.9781113862991333, 0.08674434572458267]",[]
